url,title,full_url,base_url
/wealth-financing/products/wealth-portfolio-lending/,Wealth Portfolio Lending,https://www.hsbc.com.hk/wealth-financing/products/wealth-portfolio-lending/,https://www.hsbc.com.hk
/investments/products/stocks/top-trader-club/,HSBC Top Trader Club,https://www.hsbc.com.hk/investments/products/stocks/top-trader-club/,https://www.hsbc.com.hk
/investments/products/stocks/trade25/,HSBC Trade25,https://www.hsbc.com.hk/investments/products/stocks/trade25/,https://www.hsbc.com.hk
/investments/products/stocks/easy-invest-app/,HSBC HK Easy Invest,https://www.hsbc.com.hk/investments/products/stocks/easy-invest-app/,https://www.hsbc.com.hk
/investments/products/mutual-funds/flexinvest/,FlexInvest,https://www.hsbc.com.hk/investments/products/mutual-funds/flexinvest/,https://www.hsbc.com.hk
/investments/products/foreign-exchange/currency-rate/,Currency Exchange Rates,https://www.hsbc.com.hk/investments/products/foreign-exchange/currency-rate/,https://www.hsbc.com.hk
/investments/account-opening/,Investment Account Opening,https://www.hsbc.com.hk/investments/account-opening/,https://www.hsbc.com.hk
/investments/investment-platform-guide/,Investment platform guide,https://www.hsbc.com.hk/investments/investment-platform-guide/,https://www.hsbc.com.hk
/wealth-management/hybrid-wealth/,Hybrid Wealth Management,https://www.hsbc.com.hk/wealth-management/hybrid-wealth/,https://www.hsbc.com.hk
/wealth-management/future-planner/,Future Planner,https://www.hsbc.com.hk/wealth-management/future-planner/,https://www.hsbc.com.hk
/wealth-management/retirement/,Retirement,https://www.hsbc.com.hk/wealth-management/retirement/,https://www.hsbc.com.hk
/wealth-management/wealth-portfolio-intelligence/,Wealth Portfolio Intelligence Service,https://www.hsbc.com.hk/wealth-management/wealth-portfolio-intelligence/,https://www.hsbc.com.hk
/investments/products/cies/,Capital Investment Entrant Scheme,https://www.hsbc.com.hk/investments/products/cies/,https://www.hsbc.com.hk
/wealth/insights/#Latest-views,Our House Views,https://www.hsbc.com.hk/wealth/insights/#Latest-views,https://www.hsbc.com.hk
/banking/greater-bay-area/wealth-connect/,HSBC GBA Wealth Management Connect,https://www.hsbc.com.hk/banking/greater-bay-area/wealth-connect/,https://www.hsbc.com.hk
https://myportfolio.personal-banking.hsbc.com.hk/,View my Investments,https://myportfolio.personal-banking.hsbc.com.hk/,https://myportfolio.personal-banking.hsbc.com.hk
https://investments4.personal-banking.hsbc.com.hk/stb/?currentMarket=HK&page=portfolio,Trade Stocks Online,https://investments4.personal-banking.hsbc.com.hk/stb/?currentMarket=HK&page=portfolio,https://investments4.personal-banking.hsbc.com.hk
https://investments3.personal-banking.hsbc.com.hk/utb/en-gb/portfolio?initialAccess=true,Buy Unit Trusts Online,https://investments3.personal-banking.hsbc.com.hk/utb/en-gb/portfolio?initialAccess=true,https://investments3.personal-banking.hsbc.com.hk
https://investments3.personal-banking.hsbc.com.hk/BOND/index.html,Buy Bonds/CDs Online,https://investments3.personal-banking.hsbc.com.hk/BOND/index.html,https://investments3.personal-banking.hsbc.com.hk
https://www.hsbc.com.hk/online/local-transfer-your-accounts/,Exchange Currency Online,https://www.hsbc.com.hk/online/local-transfer-your-accounts/,https://www.hsbc.com.hk
/investments/market-information/us/lending-rate/,Our US dollar best lending rate,https://www.hsbc.com.hk/investments/market-information/us/lending-rate/,https://www.hsbc.com.hk
/investments/market-information/hk/lending-rate/,Our HK dollar best lending rate,https://www.hsbc.com.hk/investments/market-information/hk/lending-rate/,https://www.hsbc.com.hk
/insurance/products/life/,Life Protection,https://www.hsbc.com.hk/insurance/products/life/,https://www.hsbc.com.hk
/insurance/products/savings-and-retirement/,Saving & retirement insurance,https://www.hsbc.com.hk/insurance/products/savings-and-retirement/,https://www.hsbc.com.hk
/insurance/products/wealth-select/,Investment-linked insurance,https://www.hsbc.com.hk/insurance/products/wealth-select/,https://www.hsbc.com.hk
/insurance/products/medical-and-critical-illness/,Medical & critical illness insurance,https://www.hsbc.com.hk/insurance/products/medical-and-critical-illness/,https://www.hsbc.com.hk
/insurance/products/home/,Home & helper insurance,https://www.hsbc.com.hk/insurance/products/home/,https://www.hsbc.com.hk
/insurance/,See all insurance plans,https://www.hsbc.com.hk/insurance/,https://www.hsbc.com.hk
/insurance/products/medical-and-critical-illness/vhis/flexi/,VHIS Flexi plan,https://www.hsbc.com.hk/insurance/products/medical-and-critical-illness/vhis/flexi/,https://www.hsbc.com.hk
/insurance/products/medical-and-critical-illness/swift-guard/,Swift Guard Critical Illness,https://www.hsbc.com.hk/insurance/products/medical-and-critical-illness/swift-guard/,https://www.hsbc.com.hk
/insurance/products/savings-and-retirement/swift-save/,Swift Save,https://www.hsbc.com.hk/insurance/products/savings-and-retirement/swift-save/,https://www.hsbc.com.hk
/insurance/products/life/family-protector/,Family Protector Term Life,https://www.hsbc.com.hk/insurance/products/life/family-protector/,https://www.hsbc.com.hk
/insurance/products/home/homesurance/,Home contentsÂ insurance,https://www.hsbc.com.hk/insurance/products/home/homesurance/,https://www.hsbc.com.hk
/insurance/products/travel/,Travel insurance,https://www.hsbc.com.hk/insurance/products/travel/,https://www.hsbc.com.hk
/insurance/online-insurance/,See plans you can buy online,https://www.hsbc.com.hk/insurance/online-insurance/,https://www.hsbc.com.hk
/healthpass/,HSBC Healthpass,https://www.hsbc.com.hk/healthpass/,https://www.hsbc.com.hk
/well-plus/,Well+,https://www.hsbc.com.hk/well-plus/,https://www.hsbc.com.hk
/insurance/healthylife/,HealthyLife App,https://www.hsbc.com.hk/insurance/healthylife/,https://www.hsbc.com.hk
/orso/products/wayfoong-multi-funding-system/,ORSO,https://www.hsbc.com.hk/orso/products/wayfoong-multi-funding-system/,https://www.hsbc.com.hk
https://retailbank.hsbc.com.hk/ins/en/lifetalk/blog/,LIFE Talk: insurance guide,https://retailbank.hsbc.com.hk/ins/en/lifetalk/blog/,https://retailbank.hsbc.com.hk
/insurance/hsbc-life/,About HSBC Life,https://www.hsbc.com.hk/insurance/hsbc-life/,https://www.hsbc.com.hk
/insurance/claims/,Submit a claim,https://www.hsbc.com.hk/insurance/claims/,https://www.hsbc.com.hk
/insurance/existing-customers/,Manage your policy,https://www.hsbc.com.hk/insurance/existing-customers/,https://www.hsbc.com.hk
/insurance/forms/,Forms and documents,https://www.hsbc.com.hk/insurance/forms/,https://www.hsbc.com.hk
/insurance/fund-performance/,Investment performance,https://www.hsbc.com.hk/insurance/fund-performance/,https://www.hsbc.com.hk
/insurance/info/,Important information,https://www.hsbc.com.hk/insurance/info/,https://www.hsbc.com.hk
/investments/investment-platform-guide/,Start Investing in 5 Steps,https://www.hsbc.com.hk/investments/investment-platform-guide/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/wealth/insights/#Learn-to-Invest,Must-read for Investment Newbies,https://www.hsbc.com.hk/wealth/insights/#Learn-to-Invest,https://www.hsbc.com.hk
/investments/learn-about-bonds/,Learn about Bonds,https://www.hsbc.com.hk/investments/learn-about-bonds/,https://www.hsbc.com.hk
/finfit/,Set & Reach Goals with HSBC FinFit,https://www.hsbc.com.hk/finfit/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/wealth/insights/#Latest-views,HSBC Investment Views,https://www.hsbc.com.hk/wealth/insights/#Latest-views,https://www.hsbc.com.hk
https://www.hsbc.com.hk/wealth/insights/#FX,FX Insights,https://www.hsbc.com.hk/wealth/insights/#FX,https://www.hsbc.com.hk
https://www.hsbc.com.hk/wealth/insights/#Regional,Regional Investment Opportunities,https://www.hsbc.com.hk/wealth/insights/#Regional,https://www.hsbc.com.hk
https://www.hsbc.com.hk/wealth/insights/#ESG,ESG Outlook,https://www.hsbc.com.hk/wealth/insights/#ESG,https://www.hsbc.com.hk
https://investments3.personal-banking.hsbc.com.hk/public/utb/en-gb/discoverFunds,Browse for Funds,https://investments3.personal-banking.hsbc.com.hk/public/utb/en-gb/discoverFunds,https://investments3.personal-banking.hsbc.com.hk
https://investments3.personal-banking.hsbc.com.hk/public/BOND/index.html,Bond/CD Screener,https://investments3.personal-banking.hsbc.com.hk/public/BOND/index.html,https://investments3.personal-banking.hsbc.com.hk
https://investments4.personal-banking.hsbc.com.hk/public-stb/en-gb/market/trade-track/actively-traded,Stock Quotes,https://investments4.personal-banking.hsbc.com.hk/public-stb/en-gb/market/trade-track/actively-traded,https://investments4.personal-banking.hsbc.com.hk
/offers/,See more offers,https://www.hsbc.com.hk/offers/,https://www.hsbc.com.hk
https://www.redhotoffers.hsbc.com.hk/en/home/,Year-round Privileges,https://www.redhotoffers.hsbc.com.hk/en/home/,https://www.redhotoffers.hsbc.com.hk
https://www.redhotoffers.hsbc.com.hk/en/latest-offers/red-hot-online-and-overseas-spending-rewards/,RewardCash Rebate,https://www.redhotoffers.hsbc.com.hk/en/latest-offers/red-hot-online-and-overseas-spending-rewards/,https://www.redhotoffers.hsbc.com.hk
https://www.hsbc.com.hk/credit-cards/rewards/your-choice/,Rewards of Your Choice,https://www.hsbc.com.hk/credit-cards/rewards/your-choice/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/credit-cards/rewards/certificate/,RewardCash Certificate Scheme,https://www.hsbc.com.hk/credit-cards/rewards/certificate/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/credit-cards/rewards/rewardcash-redemption/,Instant RewardCash redemption at merchants,https://www.hsbc.com.hk/credit-cards/rewards/rewardcash-redemption/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/credit-cards/rewards/mileage-programme/,Mileage Programme,https://www.hsbc.com.hk/credit-cards/rewards/mileage-programme/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/credit-cards/rewards/,See more,https://www.hsbc.com.hk/credit-cards/rewards/,https://www.hsbc.com.hk
/credit-cards/use-your-card/spending-instalment/,Spending Instalment Plan,https://www.hsbc.com.hk/credit-cards/use-your-card/spending-instalment/,https://www.hsbc.com.hk
/credit-cards/use-your-card/cash-instalment-plan/,Cash Instalment Plan,https://www.hsbc.com.hk/credit-cards/use-your-card/cash-instalment-plan/,https://www.hsbc.com.hk
/campaigns/digitalfx/,Currency Exchange,https://www.hsbc.com.hk/campaigns/digitalfx/,https://www.hsbc.com.hk
/investments/products/mutual-funds/flexinvest/offers/,FlexInvest,https://www.hsbc.com.hk/investments/products/mutual-funds/flexinvest/offers/,https://www.hsbc.com.hk
/offers/#wealth-offers,See more,https://www.hsbc.com.hk/offers/#wealth-offers,https://www.hsbc.com.hk
https://retailbank.hsbc.com.hk/promo/personal-instalment-loan/en/home/,Personal Instalment Loan,https://retailbank.hsbc.com.hk/promo/personal-instalment-loan/en/home/,https://retailbank.hsbc.com.hk
/premier-elite/welcome-offers/,HSBC Premier Elite,https://www.hsbc.com.hk/premier-elite/welcome-offers/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/premier/offers/,HSBC Premier,https://www.hsbc.com.hk/premier/offers/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/accounts/products/one/offers/,HSBC One,https://www.hsbc.com.hk/accounts/products/one/offers/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/accounts/offers/deposits/,Deposits,https://www.hsbc.com.hk/accounts/offers/deposits/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/mortgages/products/home-loans/hibor-based/,HIBOR-based Mortgage,https://www.hsbc.com.hk/mortgages/products/home-loans/hibor-based/,https://www.hsbc.com.hk
https://retailbank.hsbc.com.hk/debit-card/en/home,See more offers,https://retailbank.hsbc.com.hk/debit-card/en/home,https://retailbank.hsbc.com.hk
https://www.hsbc.com.hk/help/forms/,Form and Document Download,https://www.hsbc.com.hk/help/forms/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/fees/,Fees & Charges,https://www.hsbc.com.hk/fees/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/legal/,Website Information,https://www.hsbc.com.hk/legal/,https://www.hsbc.com.hk
/accounts/products/one/,HSBC One,https://www.hsbc.com.hk/accounts/products/one/,https://www.hsbc.com.hk
/premier/,HSBC Premier,https://www.hsbc.com.hk/premier/,https://www.hsbc.com.hk
/premier-elite/,HSBC Premier Elite,https://www.hsbc.com.hk/premier-elite/,https://www.hsbc.com.hk
/global-private-banking/,HSBC Global Private Banking,https://www.hsbc.com.hk/global-private-banking/,https://www.hsbc.com.hk
/accounts/employee-banking/,See all,https://www.hsbc.com.hk/accounts/employee-banking/,https://www.hsbc.com.hk
/accounts/products/savings/,Savings Accounts,https://www.hsbc.com.hk/accounts/products/savings/,https://www.hsbc.com.hk
/accounts/products/time-deposits/,Time Deposits,https://www.hsbc.com.hk/accounts/products/time-deposits/,https://www.hsbc.com.hk
/accounts/products/current/,Current Accounts,https://www.hsbc.com.hk/accounts/products/current/,https://www.hsbc.com.hk
/global-private-banking/mastercard-debit-card/,Global Private Banking MastercardÂ® Debit Card,https://www.hsbc.com.hk/global-private-banking/mastercard-debit-card/,https://www.hsbc.com.hk
/debit-cards/products/mastercard-debit-card/,MastercardÂ® Debit Card,https://www.hsbc.com.hk/debit-cards/products/mastercard-debit-card/,https://www.hsbc.com.hk
/ways-to-bank/mobile-apps/banking/,HSBC HK App,https://www.hsbc.com.hk/ways-to-bank/mobile-apps/banking/,https://www.hsbc.com.hk
/ways-to-bank/mobile-apps/banking/lite/,HSBC HK App - Lite Mode,https://www.hsbc.com.hk/ways-to-bank/mobile-apps/banking/lite/,https://www.hsbc.com.hk
https://payme.hsbc.com.hk,PayMe by HSBC,https://payme.hsbc.com.hk,https://payme.hsbc.com.hk
/ways-to-bank/mobile-apps/,See all,https://www.hsbc.com.hk/ways-to-bank/mobile-apps/,https://www.hsbc.com.hk
/investments/products/foreign-exchange/,24-hour Currency Exchange,https://www.hsbc.com.hk/investments/products/foreign-exchange/,https://www.hsbc.com.hk
/investments/renminbi/,Renminbi Services,https://www.hsbc.com.hk/investments/renminbi/,https://www.hsbc.com.hk
/investments/products/foreign-exchange/,See all Renminbi Services,https://www.hsbc.com.hk/investments/products/foreign-exchange/,https://www.hsbc.com.hk
/campaigns/budget/,See all,https://www.hsbc.com.hk/campaigns/budget/,https://www.hsbc.com.hk
/well-plus/,See all,https://www.hsbc.com.hk/well-plus/,https://www.hsbc.com.hk
/finfit/,See all,https://www.hsbc.com.hk/finfit/,https://www.hsbc.com.hk
/transfer-payments/,Payments and transfers,https://www.hsbc.com.hk/transfer-payments/,https://www.hsbc.com.hk
/accounts/products/current/echeque/,eCheque Services,https://www.hsbc.com.hk/accounts/products/current/echeque/,https://www.hsbc.com.hk
/accounts/estatement/,eStatement and eAdvice,https://www.hsbc.com.hk/accounts/estatement/,https://www.hsbc.com.hk
/mpf/,See all,https://www.hsbc.com.hk/mpf/,https://www.hsbc.com.hk
/international/banking-in-hong-kong/,Open a Hong Kong account,https://www.hsbc.com.hk/international/banking-in-hong-kong/,https://www.hsbc.com.hk
/international/account-opening/,Open an overseas account,https://www.hsbc.com.hk/international/account-opening/,https://www.hsbc.com.hk
/international/,See all,https://www.hsbc.com.hk/international/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/banking/greater-bay-area/,See all,https://www.hsbc.com.hk/banking/greater-bay-area/,https://www.hsbc.com.hk
/sustainability/mobile/,ESG Hub,https://www.hsbc.com.hk/sustainability/mobile/,https://www.hsbc.com.hk
/community-banking/,Community Banking,https://www.hsbc.com.hk/community-banking/,https://www.hsbc.com.hk
/help/cybersecurity-and-fraud/,Cyber Security and Fraud Hub,https://www.hsbc.com.hk/help/cybersecurity-and-fraud/,https://www.hsbc.com.hk
/legal/accessibility/,Accessibility,https://www.hsbc.com.hk/legal/accessibility/,https://www.hsbc.com.hk
/help/,View topics,https://www.hsbc.com.hk/help/,https://www.hsbc.com.hk
/ways-to-bank/mobile-apps/banking/lite/,HSBC HK App - Lite Mode,https://www.hsbc.com.hk/ways-to-bank/mobile-apps/banking/lite/,https://www.hsbc.com.hk
/ways-to-bank/mobile-apps/banking/account-opening/,Mobile Account Opening,https://www.hsbc.com.hk/ways-to-bank/mobile-apps/banking/account-opening/,https://www.hsbc.com.hk
/ways-to-bank/internet/,HSBC Online Banking,https://www.hsbc.com.hk/ways-to-bank/internet/,https://www.hsbc.com.hk
/ways-to-bank/branch/,Branch Banking,https://www.hsbc.com.hk/ways-to-bank/branch/,https://www.hsbc.com.hk
/ways-to-bank/branch/express-banking/,Express Banking,https://www.hsbc.com.hk/ways-to-bank/branch/express-banking/,https://www.hsbc.com.hk
/ways-to-bank/phone/,Phone Banking,https://www.hsbc.com.hk/ways-to-bank/phone/,https://www.hsbc.com.hk
/legal/important-notices/,Important Notices,https://www.hsbc.com.hk/legal/important-notices/,https://www.hsbc.com.hk
/campaigns/fps/,Faster Payment System (FPS),https://www.hsbc.com.hk/campaigns/fps/,https://www.hsbc.com.hk
/ways-to-bank/mobile-apps/banking/mobile-cash-withdrawal/,Mobile Cash Withdrawal,https://www.hsbc.com.hk/ways-to-bank/mobile-apps/banking/mobile-cash-withdrawal/,https://www.hsbc.com.hk
/ways-to-bank/mobile-apps/banking/mobile-cheque-deposit/,Mobile Cheque Deposit,https://www.hsbc.com.hk/ways-to-bank/mobile-apps/banking/mobile-cheque-deposit/,https://www.hsbc.com.hk
/ways-to-bank/,See all,https://www.hsbc.com.hk/ways-to-bank/,https://www.hsbc.com.hk
/credit-cards/products/everymile/,HSBC EveryMile Credit Card,https://www.hsbc.com.hk/credit-cards/products/everymile/,https://www.hsbc.com.hk
/credit-cards/products/red/,HSBC Red Credit Card,https://www.hsbc.com.hk/credit-cards/products/red/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/credit-cards/products/visa-signature/,Visa Signature Card,https://www.hsbc.com.hk/credit-cards/products/visa-signature/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/credit-cards/products/visa-platinum/,Visa Platinum Card,https://www.hsbc.com.hk/credit-cards/products/visa-platinum/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/credit-cards/products/premier-mastercard/,Premier MasterCard,https://www.hsbc.com.hk/credit-cards/products/premier-mastercard/,https://www.hsbc.com.hk
/credit-cards/products/unionpay-dual-currency-diamond/,HSBC Pulse Dual Currency Card,https://www.hsbc.com.hk/credit-cards/products/unionpay-dual-currency-diamond/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/credit-cards/products/student-visa-gold/,Visa Gold Card for Students,https://www.hsbc.com.hk/credit-cards/products/student-visa-gold/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/credit-cards/products/visa-gold/,Visa Gold Card,https://www.hsbc.com.hk/credit-cards/products/visa-gold/,https://www.hsbc.com.hk
