url,title,full_url,base_url
/credit-cards/products/unionpay-dual-currency-classic/,UnionPay Dual Currency Card,https://www.hsbc.com.hk/credit-cards/products/unionpay-dual-currency-classic/,https://www.hsbc.com.hk
/credit-cards/apply/,Apply for a new credit card,https://www.hsbc.com.hk/credit-cards/apply/,https://www.hsbc.com.hk
/credit-cards/compare/,Compare Credit Cards,https://www.hsbc.com.hk/credit-cards/compare/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/overdrafts/,See all,https://www.hsbc.com.hk/overdrafts/,https://www.hsbc.com.hk
https://www.redhotoffers.hsbc.com.hk/en/home/,Cards Promotions,https://www.redhotoffers.hsbc.com.hk/en/home/,https://www.redhotoffers.hsbc.com.hk
https://www.hsbc.com.hk/credit-cards/rewards/app/,HSBC Reward+,https://www.hsbc.com.hk/credit-cards/rewards/app/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/credit-cards/products/payment-services/,Mobile Payments,https://www.hsbc.com.hk/credit-cards/products/payment-services/,https://www.hsbc.com.hk
/credit-cards/features/virtual-credit-card/,HSBC Virtual Credit Card,https://www.hsbc.com.hk/credit-cards/features/virtual-credit-card/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/credit-cards/products/payment-services/octopus-add-value/,Octopus Auto Top-up,https://www.hsbc.com.hk/credit-cards/products/payment-services/octopus-add-value/,https://www.hsbc.com.hk
/credit-cards/features/cash-advance/,Cash Advance,https://www.hsbc.com.hk/credit-cards/features/cash-advance/,https://www.hsbc.com.hk
/credit-cards/use-your-card/spending-instalment/,Spending Instalment Plan,https://www.hsbc.com.hk/credit-cards/use-your-card/spending-instalment/,https://www.hsbc.com.hk
/credit-cards/use-your-card/spending-instalment/all-you-can-split/,All-You-Can-Split,https://www.hsbc.com.hk/credit-cards/use-your-card/spending-instalment/all-you-can-split/,https://www.hsbc.com.hk
/credit-cards/use-your-card/cash-instalment-plan/,Cash Instalment Plan,https://www.hsbc.com.hk/credit-cards/use-your-card/cash-instalment-plan/,https://www.hsbc.com.hk
/credit-cards/use-your-card/merchant-instalment/,Interest-free Merchant Instalment Plan,https://www.hsbc.com.hk/credit-cards/use-your-card/merchant-instalment/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/credit-cards/use-your-credit-card/,See all,https://www.hsbc.com.hk/credit-cards/use-your-credit-card/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/mortgages/products/#home-loans,Home Mortgage Loans,https://www.hsbc.com.hk/mortgages/products/#home-loans,https://www.hsbc.com.hk
https://www.hsbc.com.hk/mortgages/products/#home-related-loans,Home-related Loans,https://www.hsbc.com.hk/mortgages/products/#home-related-loans,https://www.hsbc.com.hk
https://www.hsbc.com.hk/mortgages/products/repayment-plan-options/,Mortgage Repayment Options,https://www.hsbc.com.hk/mortgages/products/repayment-plan-options/,https://www.hsbc.com.hk
/mortgages/products/,See all mortgages,https://www.hsbc.com.hk/mortgages/products/,https://www.hsbc.com.hk
/loans/products/personal-instalment/,Personal Instalment Loan,https://www.hsbc.com.hk/loans/products/personal-instalment/,https://www.hsbc.com.hk
/loans/products/personal-instalment-redraw/,Personal Instalment Loan Redraw,https://www.hsbc.com.hk/loans/products/personal-instalment-redraw/,https://www.hsbc.com.hk
/loans/products/revolving-credit-facility/,Revolving Credit Facility,https://www.hsbc.com.hk/loans/products/revolving-credit-facility/,https://www.hsbc.com.hk
/loans/products/balance-consolidation/,Balance Consolidation Program,https://www.hsbc.com.hk/loans/products/balance-consolidation/,https://www.hsbc.com.hk
/loans/products/personal-tax/,Personal Tax Loan,https://www.hsbc.com.hk/loans/products/personal-tax/,https://www.hsbc.com.hk
/loans/products/electric-vehicle-personal-instalment/,Electric Vehicle Personal Instalment Loan,https://www.hsbc.com.hk/loans/products/electric-vehicle-personal-instalment/,https://www.hsbc.com.hk
/loans/articles/,Smart Tips on Loans,https://www.hsbc.com.hk/loans/articles/,https://www.hsbc.com.hk
/loans/products/,See all loans,https://www.hsbc.com.hk/loans/products/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/credit-cards/apply/,Credit Cards Application,https://www.hsbc.com.hk/credit-cards/apply/,https://www.hsbc.com.hk
https://dco-form-ac.hsbc.com.hk/?lng=en_HK,Additional Card Application,https://dco-form-ac.hsbc.com.hk/?lng=en_HK,https://dco-form-ac.hsbc.com.hk
https://dco-form-pil.hsbc.com.hk/?lng=en_HK,Loans Application,https://dco-form-pil.hsbc.com.hk/?lng=en_HK,https://dco-form-pil.hsbc.com.hk
/credit-cards/documents-required/,Submit documents for credit/debit cards,https://www.hsbc.com.hk/credit-cards/documents-required/,https://www.hsbc.com.hk
/help/card-support/credit-limit-change/documents-upload/,Submit documents for Credit Limit Increase,https://www.hsbc.com.hk/help/card-support/credit-limit-change/documents-upload/,https://www.hsbc.com.hk
/loans/documents-required/,Submit documents for Loans,https://www.hsbc.com.hk/loans/documents-required/,https://www.hsbc.com.hk
/credit-cards/products/cash-instalment-plan/documents-required/,Submit documents for Cash Instalment Plan,https://www.hsbc.com.hk/credit-cards/products/cash-instalment-plan/documents-required/,https://www.hsbc.com.hk
https://retailbank.hsbc.com.hk/en/mortgage-calculator/affordability,Instant Mortgage Assessment,https://retailbank.hsbc.com.hk/en/mortgage-calculator/affordability,https://retailbank.hsbc.com.hk
https://www.hsbc.com.hk/mortgages/tools/property-valuation,Property Valuation Tool,https://www.hsbc.com.hk/mortgages/tools/property-valuation,https://www.hsbc.com.hk
https://www.hsbc.com.hk/help/forms,Form and Document Download,https://www.hsbc.com.hk/help/forms,https://www.hsbc.com.hk
/investments/products/stocks/,Stocks,https://www.hsbc.com.hk/investments/products/stocks/,https://www.hsbc.com.hk
/investments/products/mutual-funds/,Unit Trusts,https://www.hsbc.com.hk/investments/products/mutual-funds/,https://www.hsbc.com.hk
/investments/products/bonds/,Bonds/CDs,https://www.hsbc.com.hk/investments/products/bonds/,https://www.hsbc.com.hk
/investments/products/structured/,Structured Products,https://www.hsbc.com.hk/investments/products/structured/,https://www.hsbc.com.hk
https://www.warrants.hsbc.com.hk/en/index/,Warrants & CBBCs,https://www.warrants.hsbc.com.hk/en/index/,https://www.warrants.hsbc.com.hk
/investments/products/ipo/,Latest IPOs,https://www.hsbc.com.hk/investments/products/ipo/,https://www.hsbc.com.hk
/investments/products/gold-services/,Gold trading services,https://www.hsbc.com.hk/investments/products/gold-services/,https://www.hsbc.com.hk
/investments/esg/,ESG and sustainable investing,https://www.hsbc.com.hk/investments/esg/,https://www.hsbc.com.hk
/investments/products/gold-token/,HSBC Gold Token,https://www.hsbc.com.hk/investments/products/gold-token/,https://www.hsbc.com.hk
/investments/products/,See all investments,https://www.hsbc.com.hk/investments/products/,https://www.hsbc.com.hk
/wealth-financing/products/wealth-portfolio-lending/,Wealth Portfolio Lending,https://www.hsbc.com.hk/wealth-financing/products/wealth-portfolio-lending/,https://www.hsbc.com.hk
/investments/products/stocks/top-trader-club/,HSBC Top Trader Club,https://www.hsbc.com.hk/investments/products/stocks/top-trader-club/,https://www.hsbc.com.hk
/investments/products/stocks/trade25/,HSBC Trade25,https://www.hsbc.com.hk/investments/products/stocks/trade25/,https://www.hsbc.com.hk
/investments/products/stocks/easy-invest-app/,HSBC HK Easy Invest,https://www.hsbc.com.hk/investments/products/stocks/easy-invest-app/,https://www.hsbc.com.hk
/investments/products/mutual-funds/flexinvest/,FlexInvest,https://www.hsbc.com.hk/investments/products/mutual-funds/flexinvest/,https://www.hsbc.com.hk
/investments/products/foreign-exchange/currency-rate/,Currency Exchange Rates,https://www.hsbc.com.hk/investments/products/foreign-exchange/currency-rate/,https://www.hsbc.com.hk
/investments/account-opening/,Investment Account Opening,https://www.hsbc.com.hk/investments/account-opening/,https://www.hsbc.com.hk
/investments/investment-platform-guide/,Investment platform guide,https://www.hsbc.com.hk/investments/investment-platform-guide/,https://www.hsbc.com.hk
/wealth-management/hybrid-wealth/,Hybrid Wealth Management,https://www.hsbc.com.hk/wealth-management/hybrid-wealth/,https://www.hsbc.com.hk
/wealth-management/future-planner/,Future Planner,https://www.hsbc.com.hk/wealth-management/future-planner/,https://www.hsbc.com.hk
/wealth-management/retirement/,Retirement,https://www.hsbc.com.hk/wealth-management/retirement/,https://www.hsbc.com.hk
/wealth-management/wealth-portfolio-intelligence/,Wealth Portfolio Intelligence Service,https://www.hsbc.com.hk/wealth-management/wealth-portfolio-intelligence/,https://www.hsbc.com.hk
/investments/products/cies/,Capital Investment Entrant Scheme,https://www.hsbc.com.hk/investments/products/cies/,https://www.hsbc.com.hk
/wealth/insights/#Latest-views,Our House Views,https://www.hsbc.com.hk/wealth/insights/#Latest-views,https://www.hsbc.com.hk
/banking/greater-bay-area/wealth-connect/,HSBC GBA Wealth Management Connect,https://www.hsbc.com.hk/banking/greater-bay-area/wealth-connect/,https://www.hsbc.com.hk
https://myportfolio.personal-banking.hsbc.com.hk/,View my Investments,https://myportfolio.personal-banking.hsbc.com.hk/,https://myportfolio.personal-banking.hsbc.com.hk
https://investments4.personal-banking.hsbc.com.hk/stb/?currentMarket=HK&page=portfolio,Trade Stocks Online,https://investments4.personal-banking.hsbc.com.hk/stb/?currentMarket=HK&page=portfolio,https://investments4.personal-banking.hsbc.com.hk
https://investments3.personal-banking.hsbc.com.hk/utb/en-gb/portfolio?initialAccess=true,Buy Unit Trusts Online,https://investments3.personal-banking.hsbc.com.hk/utb/en-gb/portfolio?initialAccess=true,https://investments3.personal-banking.hsbc.com.hk
https://investments3.personal-banking.hsbc.com.hk/BOND/index.html,Buy Bonds/CDs Online,https://investments3.personal-banking.hsbc.com.hk/BOND/index.html,https://investments3.personal-banking.hsbc.com.hk
https://www.hsbc.com.hk/online/local-transfer-your-accounts/,Exchange Currency Online,https://www.hsbc.com.hk/online/local-transfer-your-accounts/,https://www.hsbc.com.hk
/investments/market-information/us/lending-rate/,Our US dollar best lending rate,https://www.hsbc.com.hk/investments/market-information/us/lending-rate/,https://www.hsbc.com.hk
/investments/market-information/hk/lending-rate/,Our HK dollar best lending rate,https://www.hsbc.com.hk/investments/market-information/hk/lending-rate/,https://www.hsbc.com.hk
/insurance/products/life/,Life Protection,https://www.hsbc.com.hk/insurance/products/life/,https://www.hsbc.com.hk
/insurance/products/savings-and-retirement/,Saving & retirement insurance,https://www.hsbc.com.hk/insurance/products/savings-and-retirement/,https://www.hsbc.com.hk
/insurance/products/wealth-select/,Investment-linked insurance,https://www.hsbc.com.hk/insurance/products/wealth-select/,https://www.hsbc.com.hk
/insurance/products/medical-and-critical-illness/,Medical & critical illness insurance,https://www.hsbc.com.hk/insurance/products/medical-and-critical-illness/,https://www.hsbc.com.hk
/insurance/products/home/,Home & helper insurance,https://www.hsbc.com.hk/insurance/products/home/,https://www.hsbc.com.hk
/insurance/,See all insurance plans,https://www.hsbc.com.hk/insurance/,https://www.hsbc.com.hk
/insurance/products/medical-and-critical-illness/vhis/flexi/,VHIS Flexi plan,https://www.hsbc.com.hk/insurance/products/medical-and-critical-illness/vhis/flexi/,https://www.hsbc.com.hk
/insurance/products/medical-and-critical-illness/swift-guard/,Swift Guard Critical Illness,https://www.hsbc.com.hk/insurance/products/medical-and-critical-illness/swift-guard/,https://www.hsbc.com.hk
/insurance/products/savings-and-retirement/swift-save/,Swift Save,https://www.hsbc.com.hk/insurance/products/savings-and-retirement/swift-save/,https://www.hsbc.com.hk
/insurance/products/life/family-protector/,Family Protector Term Life,https://www.hsbc.com.hk/insurance/products/life/family-protector/,https://www.hsbc.com.hk
/insurance/products/home/homesurance/,Home contentsÂ insurance,https://www.hsbc.com.hk/insurance/products/home/homesurance/,https://www.hsbc.com.hk
/insurance/products/travel/,Travel insurance,https://www.hsbc.com.hk/insurance/products/travel/,https://www.hsbc.com.hk
/insurance/online-insurance/,See plans you can buy online,https://www.hsbc.com.hk/insurance/online-insurance/,https://www.hsbc.com.hk
/healthpass/,HSBC Healthpass,https://www.hsbc.com.hk/healthpass/,https://www.hsbc.com.hk
/well-plus/,Well+,https://www.hsbc.com.hk/well-plus/,https://www.hsbc.com.hk
/insurance/healthylife/,HealthyLife App,https://www.hsbc.com.hk/insurance/healthylife/,https://www.hsbc.com.hk
/orso/products/wayfoong-multi-funding-system/,ORSO,https://www.hsbc.com.hk/orso/products/wayfoong-multi-funding-system/,https://www.hsbc.com.hk
https://retailbank.hsbc.com.hk/ins/en/lifetalk/blog/,LIFE Talk: insurance guide,https://retailbank.hsbc.com.hk/ins/en/lifetalk/blog/,https://retailbank.hsbc.com.hk
/insurance/hsbc-life/,About HSBC Life,https://www.hsbc.com.hk/insurance/hsbc-life/,https://www.hsbc.com.hk
/insurance/claims/,Submit a claim,https://www.hsbc.com.hk/insurance/claims/,https://www.hsbc.com.hk
/insurance/existing-customers/,Manage your policy,https://www.hsbc.com.hk/insurance/existing-customers/,https://www.hsbc.com.hk
/insurance/forms/,Forms and documents,https://www.hsbc.com.hk/insurance/forms/,https://www.hsbc.com.hk
/insurance/fund-performance/,Investment performance,https://www.hsbc.com.hk/insurance/fund-performance/,https://www.hsbc.com.hk
/insurance/info/,Important information,https://www.hsbc.com.hk/insurance/info/,https://www.hsbc.com.hk
/investments/investment-platform-guide/,Start Investing in 5 Steps,https://www.hsbc.com.hk/investments/investment-platform-guide/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/wealth/insights/#Learn-to-Invest,Must-read for Investment Newbies,https://www.hsbc.com.hk/wealth/insights/#Learn-to-Invest,https://www.hsbc.com.hk
/investments/learn-about-bonds/,Learn about Bonds,https://www.hsbc.com.hk/investments/learn-about-bonds/,https://www.hsbc.com.hk
/finfit/,Set & Reach Goals with HSBC FinFit,https://www.hsbc.com.hk/finfit/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/wealth/insights/#Latest-views,HSBC Investment Views,https://www.hsbc.com.hk/wealth/insights/#Latest-views,https://www.hsbc.com.hk
https://www.hsbc.com.hk/wealth/insights/#FX,FX Insights,https://www.hsbc.com.hk/wealth/insights/#FX,https://www.hsbc.com.hk
https://www.hsbc.com.hk/wealth/insights/#Regional,Regional Investment Opportunities,https://www.hsbc.com.hk/wealth/insights/#Regional,https://www.hsbc.com.hk
https://www.hsbc.com.hk/wealth/insights/#ESG,ESG Outlook,https://www.hsbc.com.hk/wealth/insights/#ESG,https://www.hsbc.com.hk
https://investments3.personal-banking.hsbc.com.hk/public/utb/en-gb/discoverFunds,Browse for Funds,https://investments3.personal-banking.hsbc.com.hk/public/utb/en-gb/discoverFunds,https://investments3.personal-banking.hsbc.com.hk
https://investments3.personal-banking.hsbc.com.hk/public/BOND/index.html,Bond/CD Screener,https://investments3.personal-banking.hsbc.com.hk/public/BOND/index.html,https://investments3.personal-banking.hsbc.com.hk
https://investments4.personal-banking.hsbc.com.hk/public-stb/en-gb/market/trade-track/actively-traded,Stock Quotes,https://investments4.personal-banking.hsbc.com.hk/public-stb/en-gb/market/trade-track/actively-traded,https://investments4.personal-banking.hsbc.com.hk
/offers/,See more offers,https://www.hsbc.com.hk/offers/,https://www.hsbc.com.hk
https://www.redhotoffers.hsbc.com.hk/en/home/,Year-round Privileges,https://www.redhotoffers.hsbc.com.hk/en/home/,https://www.redhotoffers.hsbc.com.hk
https://www.redhotoffers.hsbc.com.hk/en/latest-offers/red-hot-online-and-overseas-spending-rewards/,RewardCash Rebate,https://www.redhotoffers.hsbc.com.hk/en/latest-offers/red-hot-online-and-overseas-spending-rewards/,https://www.redhotoffers.hsbc.com.hk
https://www.hsbc.com.hk/credit-cards/rewards/your-choice/,Rewards of Your Choice,https://www.hsbc.com.hk/credit-cards/rewards/your-choice/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/credit-cards/rewards/certificate/,RewardCash Certificate Scheme,https://www.hsbc.com.hk/credit-cards/rewards/certificate/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/credit-cards/rewards/rewardcash-redemption/,Instant RewardCash redemption at merchants,https://www.hsbc.com.hk/credit-cards/rewards/rewardcash-redemption/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/credit-cards/rewards/mileage-programme/,Mileage Programme,https://www.hsbc.com.hk/credit-cards/rewards/mileage-programme/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/credit-cards/rewards/,See more,https://www.hsbc.com.hk/credit-cards/rewards/,https://www.hsbc.com.hk
/credit-cards/use-your-card/spending-instalment/,Spending Instalment Plan,https://www.hsbc.com.hk/credit-cards/use-your-card/spending-instalment/,https://www.hsbc.com.hk
/credit-cards/use-your-card/cash-instalment-plan/,Cash Instalment Plan,https://www.hsbc.com.hk/credit-cards/use-your-card/cash-instalment-plan/,https://www.hsbc.com.hk
/campaigns/digitalfx/,Currency Exchange,https://www.hsbc.com.hk/campaigns/digitalfx/,https://www.hsbc.com.hk
/investments/products/mutual-funds/flexinvest/offers/,FlexInvest,https://www.hsbc.com.hk/investments/products/mutual-funds/flexinvest/offers/,https://www.hsbc.com.hk
/offers/#wealth-offers,See more,https://www.hsbc.com.hk/offers/#wealth-offers,https://www.hsbc.com.hk
https://retailbank.hsbc.com.hk/promo/personal-instalment-loan/en/home/,Personal Instalment Loan,https://retailbank.hsbc.com.hk/promo/personal-instalment-loan/en/home/,https://retailbank.hsbc.com.hk
/premier-elite/welcome-offers/,HSBC Premier Elite,https://www.hsbc.com.hk/premier-elite/welcome-offers/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/premier/offers/,HSBC Premier,https://www.hsbc.com.hk/premier/offers/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/accounts/products/one/offers/,HSBC One,https://www.hsbc.com.hk/accounts/products/one/offers/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/accounts/offers/deposits/,Deposits,https://www.hsbc.com.hk/accounts/offers/deposits/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/mortgages/products/home-loans/hibor-based/,HIBOR-based Mortgage,https://www.hsbc.com.hk/mortgages/products/home-loans/hibor-based/,https://www.hsbc.com.hk
https://retailbank.hsbc.com.hk/debit-card/en/home,See more offers,https://retailbank.hsbc.com.hk/debit-card/en/home,https://retailbank.hsbc.com.hk
https://www.hsbc.com.hk/help/forms/,Form and Document Download,https://www.hsbc.com.hk/help/forms/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/fees/,Fees & Charges,https://www.hsbc.com.hk/fees/,https://www.hsbc.com.hk
https://www.hsbc.com.hk/legal/,Website Information,https://www.hsbc.com.hk/legal/,https://www.hsbc.com.hk
